2017/04/24/lanmlb-sfnmlb-1,41399,lan,sfn,"AT&T Park",1493079300,R,F,1
2017/04/24/minmlb-texmlb-1,19027,min,tex,"Globe Life Park in Arlington",1493078880,R,F,0
2017/04/24/sdnmlb-arimlb-1,14758,sdn,ari,"Chase Field",1493077200,R,F,1
2017/04/24/tbamlb-balmlb-1,11142,tba,bal,"Oriole Park at Camden Yards",1493078760,R,F,1
2017/04/24/tormlb-anamlb-1,25304,tor,ana,"Angel Stadium of Anaheim",1493078940,R,F,1
2017/04/24/wasmlb-colmlb-1,23019,was,col,"Coors Field",1493077260,R,F,1
2017/04/25/chnmlb-pitmlb-1,15326,chn,pit,"PNC Park",1493165100,R,F,0
2017/04/25/cinmlb-milmlb-1,28449,cin,mil,"Miller Park",1493163600,R,F,1
2017/04/25/houmlb-clemlb-1,14581,hou,cle,"Progressive Field",1493161800,R,F,0
2017/04/25/kcamlb-chamlb-1,14591,kca,cha,"Guaranteed Rate Field",1493165400,R,F,1
2017/04/25/lanmlb-sfnmlb-1,41329,lan,sfn,"AT&T Park",1493165700,R,F,0
2017/04/25/minmlb-texmlb-1,20568,min,tex,"Globe Life Park in Arlington",1493165340,R,F,0
2017/04/25/oakmlb-anamlb-1,30124,oak,ana,"Angel Stadium of Anaheim",1493165340,R,F,1
2017/04/25/sdnmlb-arimlb-1,17531,sdn,ari,"Chase Field",1493163600,R,F,1
2017/04/25/seamlb-detmlb-1,22728,sea,det,"Comerica Park",1493165400,R,F,1
2017/04/25/tbamlb-balmlb-1,11472,tba,bal,"Oriole Park at Camden Yards",1493165220,R,F,0
2017/04/25/tormlb-slnmlb-1,40223,tor,sln,"Busch Stadium",1493165640,R,F,0
2017/04/25/wasmlb-colmlb-1,21340,was,col,"Coors Field",1493167560,R,F,0
2017/04/26/atlmlb-nynmlb-1,22819,atl,nyn,"Citi Field",1493251800,R,F,0
2017/04/26/chnmlb-pitmlb-1,16904,chn,pit,"PNC Park",1493251620,R,F,1
2017/04/26/cinmlb-milmlb-1,19062,cin,mil,"Miller Park",1493228400,R,F,1
2017/04/26/houmlb-clemlb-1,16052,hou,cle,"Progressive Field",1493248200,R,F,1
2017/04/26/kcamlb-chamlb-1,18218,kca,cha,"Guaranteed Rate Field",1493230200,R,F,1
2017/04/26/lanmlb-sfnmlb-1,41573,lan,sfn,"AT&T Park",1493252100,R,F,1
2017/04/26/miamlb-phimlb-1,26191,mia,phi,"Citizens Bank Park",1493251560,R,F,1
2017/04/26/minmlb-texmlb-1,22365,min,tex,"Globe Life Park in Arlington",1493251680,R,F,1
2017/04/26/nyamlb-bosmlb-1,32072,nya,bos,"Fenway Park",1493251800,R,F,0
2017/04/26/oakmlb-anamlb-1,30248,oak,ana,"Angel Stadium of Anaheim",1493251680,R,F,1
2017/04/26/sdnmlb-arimlb-1,12215,sdn,ari,"Chase Field",1493250000,R,F,0
2017/04/26/seamlb-detmlb-1,23327,sea,det,"Comerica Park",1493251800,R,F,0
2017/04/26/tbamlb-balmlb-1,16289,tba,bal,"Oriole Park at Camden Yards",1493251620,R,F,1
2017/04/26/wasmlb-colmlb-1,22461,was,col,"Coors Field",1493250060,R,F,0
2017/04/27/atlmlb-nynmlb-1,23243,atl,nyn,"Citi Field",1493316600,R,F,0
2017/04/27/houmlb-clemlb-1,14452,hou,cle,"Progressive Field",1493335500,R,F,1
2017/04/27/lanmlb-sfnmlb-1,41580,lan,sfn,"AT&T Park",1493315100,R,F,0
2017/04/27/miamlb-phimlb-1,22180,mia,phi,"Citizens Bank Park",1493316300,R,F,1
2017/04/27/nyamlb-bosmlb-1,34054,nya,bos,"Fenway Park",1493338200,R,F,0
2017/04/27/oakmlb-anamlb-1,37603,oak,ana,"Angel Stadium of Anaheim",1493338020,R,F,1
2017/04/27/sdnmlb-arimlb-1,15452,sdn,ari,"Chase Field",1493336400,R,F,1
2017/04/27/seamlb-detmlb-1,25325,sea,det,"Comerica Park",1493319300,R,F,0
2017/04/27/tormlb-slnmlb-1,40099,tor,sln,"Busch Stadium",1493315220,R,F,1
2017/04/27/tormlb-slnmlb-2,40035,tor,sln,"Busch Stadium",1493334960,R,F,1
2017/04/27/wasmlb-colmlb-1,34929,was,col,"Coors Field",1493316780,R,F,0
2017/04/28/anamlb-texmlb-1,28968,ana,tex,"Globe Life Park in Arlington",1493424420,R,F,0
2017/04/28/atlmlb-milmlb-1,26453,atl,mil,"Miller Park",1493424600,R,F,0
2017/04/28/balmlb-nyamlb-1,36912,bal,nya,"Yankee Stadium",1493424480,R,F,1
2017/04/28/chamlb-detmlb-1,26049,cha,det,"Comerica Park",1493424600,R,F,0
2017/04/28/chnmlb-bosmlb-1,37054,chn,bos,"Fenway Park",1493424660,R,F,1
2017/04/28/cinmlb-slnmlb-1,42722,cin,sln,"Busch Stadium",1493424900,R,F,1
2017/04/28/colmlb-arimlb-1,19300,col,ari,"Chase Field",1493422800,R,F,0
2017/04/28/minmlb-kcamlb-1,27911,min,kca,"Kauffman Stadium",1493424900,R,F,0
2017/04/28/nynmlb-wasmlb-1,34562,nyn,was,"Nationals Park",1493424360,R,F,0
2017/04/28/oakmlb-houmlb-1,28472,oak,hou,"Minute Maid Park",1493424660,R,F,1
2017/04/28/phimlb-lanmlb-1,46729,phi,lan,"Dodger Stadium",1493424600,R,F,1
2017/04/28/pitmlb-miamlb-1,19690,pit,mia,"Marlins Park",1493424600,R,F,0
2017/04/28/sdnmlb-sfnmlb-1,41436,sdn,sfn,"AT&T Park",1493424900,R,F,1
2017/04/28/seamlb-clemlb-1,20842,sea,cle,"Progressive Field",1493424600,R,F,0
2017/04/28/tbamlb-tormlb-1,36256,tba,tor,"Rogers Centre",1493424480,R,F,0
2017/04/29/anamlb-texmlb-1,44597,ana,tex,"Globe Life Park in Arlington",1493507700,R,F,1
2017/04/29/atlmlb-milmlb-1,30026,atl,mil,"Miller Park",1493507400,R,F,0
2017/04/29/balmlb-nyamlb-1,37303,bal,nya,"Yankee Stadium",1493489340,R,F,1
2017/04/29/chamlb-detmlb-1,36217,cha,det,"Comerica Park",1493489400,R,F,0
2017/04/29/chnmlb-bosmlb-1,36776,chn,bos,"Fenway Park",1493499900,R,F,0
2017/04/29/colmlb-arimlb-1,30445,col,ari,"Chase Field",1493503740,R,F,0
2017/04/29/nynmlb-wasmlb-1,36501,nyn,was,"Nationals Park",1493489160,R,F,0
2017/04/29/oakmlb-houmlb-1,32147,oak,hou,"Minute Maid Park",1493507400,R,F,0
2017/04/29/phimlb-lanmlb-1,53110,phi,lan,"Dodger Stadium",1493507400,R,F,1
2017/04/29/pitmlb-miamlb-1,33152,pit,mia,"Marlins Park",1493511000,R,F,0
2017/04/29/sdnmlb-sfnmlb-1,42862,sdn,sfn,"AT&T Park",1493507100,R,F,0
2017/04/29/seamlb-clemlb-1,21221,sea,cle,"Progressive Field",1493500200,R,F,1
2017/04/29/tbamlb-tormlb-1,42419,tba,tor,"Rogers Centre",1493489280,R,F,1
2017/04/30/anamlb-texmlb-1,39804,ana,tex,"Globe Life Park in Arlington",1493579340,R,F,0
2017/04/30/atlmlb-milmlb-1,24395,atl,mil,"Miller Park",1493575860,R,F,1
2017/04/30/balmlb-nyamlb-1,41022,bal,nya,"Yankee Stadium",1493575740,R,F,0
2017/04/30/chamlb-detmlb-1,26045,cha,det,"Comerica Park",1493575800,R,F,1
2017/04/30/chnmlb-bosmlb-1,36916,chn,bos,"Fenway Park",1493601000,R,F,1
2017/04/30/cinmlb-slnmlb-1,45682,cin,sln,"Busch Stadium",1493576100,R,F,0
2017/04/30/colmlb-arimlb-1,23613,col,ari,"Chase Field",1493575800,R,F,1
2017/04/30/minmlb-kcamlb-1,32685,min,kca,"Kauffman Stadium",1493579880,R,F,0
2017/04/30/nynmlb-wasmlb-1,36806,nyn,was,"Nationals Park",1493577240,R,F,1
2017/04/30/oakmlb-houmlb-1,34880,oak,hou,"Minute Maid Park",1493575920,R,F,1
2017/04/30/phimlb-lanmlb-1,48961,phi,lan,"Dodger Stadium",1493575800,R,F,1
2017/04/30/pitmlb-miamlb-1,26245,pit,mia,"Marlins Park",1493576220,R,F,1
2017/04/30/sdnmlb-sfnmlb-1,41989,sdn,sfn,"AT&T Park",1493575500,R,F,0
2017/04/30/seamlb-clemlb-1,21824,sea,cle,"Progressive Field",1493575800,R,F,1
2017/04/30/tbamlb-tormlb-1,42986,tba,tor,"Rogers Centre",1493575620,R,F,1
2017/05/01/balmlb-bosmlb-1,33489,bal,bos,"Fenway Park",1493683800,R,F,0
2017/05/01/chamlb-kcamlb-1,20148,cha,kca,"Kauffman Stadium",1493684100,R,F,1
2017/05/01/clemlb-detmlb-1,22045,cle,det,"Comerica Park",1493683800,R,F,1
2017/05/01/milmlb-slnmlb-1,36339,mil,sln,"Busch Stadium",1493684100,R,F,0
2017/05/01/nynmlb-atlmlb-1,21668,nyn,atl,"SunTrust Park",1493685360,R,F,0
2017/05/01/phimlb-chnmlb-1,38567,phi,chn,"Wrigley Field",1493688600,R,F,0
2017/05/01/pitmlb-cinmlb-1,14753,pit,cin,"Great American Ball Park",1493683860,R,F,1
2017/05/01/sfnmlb-lanmlb-1,44606,sfn,lan,"Dodger Stadium",1493683800,R,F,0
2017/05/01/tbamlb-miamlb-1,16096,tba,mia,"Marlins Park",1493683920,R,F,0
2017/05/01/texmlb-houmlb-1,22556,tex,hou,"Minute Maid Park",1493683860,R,F,1
2017/05/01/tormlb-nyamlb-1,25566,tor,nya,"Yankee Stadium",1493683680,R,F,0
